,species,metabolite,activity,type
3004,Clostridium_tunisiense,Ethanol,Production (export),Microbe
3005,Clostridium_tunisiense,H2,Production (export),Microbe
3006,Clostridium_tunisiense,NH3,Production (export),Microbe
3007,Clostridium_tunisiense,Pantothenic acid,Consumption (import),Microbe
3008,Clostridium_tunisiense,Urea,Consumption (import),Microbe
3009,Clostridium_tyrobutyricum,Acetate,Production (export),Microbe
3010,Clostridium_tyrobutyricum,Acetone,Production (export),Microbe
3011,Clostridium_tyrobutyricum,Butyrate,Production (export),Microbe
3012,Clostridium_tyrobutyricum,CO2,Production (export),Microbe
3013,Clostridium_tyrobutyricum,Cellobiose,Consumption (import) (-),Microbe
3014,Clostridium_tyrobutyricum,D-Arabinose,Consumption (import),Microbe
3015,Clostridium_tyrobutyricum,D-Glucose,Consumption (import),Microbe
3016,Clostridium_tyrobutyricum,D-Mannitol,Consumption (import),Microbe
3017,Clostridium_tyrobutyricum,D-Mannose,Consumption (import),Microbe
3018,Clostridium_tyrobutyricum,D-Sorbitol,Consumption (import) (-),Microbe
3019,Clostridium_tyrobutyricum,D-Xylose,Consumption (import),Microbe
3020,Clostridium_tyrobutyricum,Dextrin,Consumption (import),Microbe
3021,Clostridium_tyrobutyricum,Ethanol,Production (export),Microbe
3022,Clostridium_tyrobutyricum,Glycerol,Consumption (import) (-),Microbe
3023,Clostridium_tyrobutyricum,H2,Production (export),Microbe
3024,Clostridium_tyrobutyricum,L-Lactate,Consumption (import),Microbe
3025,Clostridium_tyrobutyricum,L-Rhamnose,Consumption (import),Microbe
3026,Clostridium_tyrobutyricum,Lactose,Consumption (import) (-),Microbe
3027,Clostridium_tyrobutyricum,Maltose,Consumption (import) (-),Microbe
3028,Clostridium_tyrobutyricum,NH3,Consumption (import),Microbe
3029,Clostridium_tyrobutyricum,Nitrate,Consumption (import),Microbe
3030,Clostridium_tyrobutyricum,Pantothenic acid,Consumption (import),Microbe
3031,Clostridium_tyrobutyricum,Pyruvate,Consumption (import),Microbe
3032,Clostridium_tyrobutyricum,Raffinose,Consumption (import) (-),Microbe
3033,Clostridium_tyrobutyricum,Sucrose,Consumption (import) (-),Microbe
3034,Clostridium_tyrobutyricum,Trehalose,Consumption (import) (-),Microbe
3035,Clostridium_tyrobutyricum,Urea,Consumption (import),Microbe
3036,Clostridium_ultunense,Acetate,Production (export),Microbe
3037,Clostridium_ultunense,Acetone,Production (export),Microbe
3038,Clostridium_ultunense,Butyrate,Production (export),Microbe
3039,Clostridium_ultunense,CO2,Production (export),Microbe
3040,Clostridium_ultunense,Dextrin,Consumption (import),Microbe
3041,Clostridium_ultunense,Ethanol,Production (export),Microbe
3042,Clostridium_ultunense,H2,Production (export),Microbe
3043,Clostridium_ultunense,NH3,Production (export),Microbe
3044,Clostridium_ultunense,Pantothenic acid,Consumption (import),Microbe
3045,Clostridium_ultunense,Urea,Consumption (import),Microbe
3046,Collinsella_aerofaciens,Adenosylcobalamin,Consumption (import),Microbe
3047,Collinsella_aerofaciens,Cellobiose,Consumption (import),Microbe
3048,Collinsella_aerofaciens,D-Glucosamine,Consumption (import),Microbe
3049,Collinsella_aerofaciens,D-Glucose,Consumption (import),Microbe
3050,Collinsella_aerofaciens,D-Mannose,Consumption (import),Microbe
3051,Collinsella_aerofaciens,D-Ribose,Consumption (import),Microbe
3052,Collinsella_aerofaciens,Ethanol,Production (export),Microbe
3053,Collinsella_aerofaciens,Formate,Production (export),Microbe
3054,Collinsella_aerofaciens,H2,Production (export),Microbe
3055,Collinsella_aerofaciens,L-Lactate,Production (export),Microbe
3056,Collinsella_aerofaciens,L-Rhamnose,Consumption (import),Microbe
3057,Collinsella_aerofaciens,Lactose,Consumption (import),Microbe
3058,Collinsella_aerofaciens,Maltose,Consumption (import),Microbe
3059,Collinsella_aerofaciens,Pectin,Macromolecule degradation,Microbe
3060,Collinsella_aerofaciens,Raffinose,Consumption (import),Microbe
3061,Collinsella_aerofaciens,Sucrose,Consumption (import),Microbe
3062,Collinsella_aerofaciens,Trehalose,Consumption (import),Microbe
3063,Collinsella_intestinalis,Cellobiose,Consumption (import),Microbe
3064,Collinsella_intestinalis,D-Fructose,Consumption (import),Microbe
3065,Collinsella_intestinalis,D-Galactose,Consumption (import),Microbe
3066,Collinsella_intestinalis,D-Glucose,Consumption (import),Microbe
3067,Collinsella_intestinalis,D-Mannose,Consumption (import),Microbe
3068,Collinsella_intestinalis,D-Ribose,Consumption (import),Microbe
3069,Collinsella_intestinalis,Ethanol,Production (export),Microbe
3070,Collinsella_intestinalis,Formate,Production (export),Microbe
3071,Collinsella_intestinalis,H2,Production (export),Microbe
3072,Collinsella_intestinalis,L-Lactate,Production (export),Microbe
3073,Collinsella_stercoris,Cellobiose,Consumption (import),Microbe
3074,Collinsella_stercoris,D-Glucose,Consumption (import),Microbe
3075,Collinsella_stercoris,Ethanol,Production (export),Microbe
3076,Collinsella_stercoris,Formate,Production (export),Microbe
3077,Collinsella_stercoris,H2,Production (export),Microbe
3078,Collinsella_stercoris,L-Lactate,Production (export),Microbe
3079,Collinsella_stercoris,Lactose,Consumption (import),Microbe
3080,Collinsella_stercoris,Maltose,Consumption (import),Microbe
3081,Collinsella_stercoris,Trehalose,Consumption (import),Microbe
3082,Comamonas_testosteroni,Acetate,Consumption (import),Microbe
3083,Comamonas_testosteroni,L-Lactate,Consumption (import),Microbe
3084,Comamonas_testosteroni,Propanoate,Consumption (import),Microbe
3085,Coprococcus_catus,Acetate,"Consumption (import), Production (export)",Microbe
3086,Coprococcus_catus,Butyrate,Production (export),Microbe
3087,Coprococcus_catus,D-Fructose,Consumption (import),Microbe
3088,Coprococcus_catus,D-Mannitol,Consumption (import),Microbe
3089,Coprococcus_catus,H2,Production (export),Microbe
3090,Coprococcus_catus,L-Lactate,Consumption (import),Microbe
3091,Coprococcus_catus,Propanoate,Production (export),Microbe
3092,Coprococcus_comes,Acetate,Production (export),Microbe
3093,Coprococcus_comes,Butyrate,Production (export),Microbe
3094,Coprococcus_comes,D-Arabinose,Consumption (import),Microbe
3095,Coprococcus_comes,D-Fructose,Consumption (import),Microbe
3096,Coprococcus_comes,D-Galactose,Consumption (import),Microbe
3097,Coprococcus_comes,D-Glucose,Consumption (import),Microbe
3098,Coprococcus_comes,D-Xylose,Consumption (import),Microbe
3099,Coprococcus_comes,FOS,Consumption (import),Microbe
3100,Coprococcus_comes,L-Lactate,Production (export),Microbe
3101,Coprococcus_comes,Lactose,Consumption (import),Microbe
3102,Coprococcus_comes,Maltose,Consumption (import),Microbe
3103,Coprococcus_comes,Propanoate,Production (export),Microbe
3104,Coprococcus_comes,Raffinose,Consumption (import),Microbe
3105,Coprococcus_comes,Sucrose,Consumption (import),Microbe
3106,Coprococcus_eutactus,Acetate,"Consumption (import), Production (export)",Microbe
3107,Coprococcus_eutactus,Butyrate,Production (export),Microbe
3108,Coprococcus_eutactus,CO2,Production (export),Microbe
3109,Coprococcus_eutactus,Cellobiose,Consumption (import),Microbe
3110,Coprococcus_eutactus,D-Fructose,Consumption (import),Microbe
3111,Coprococcus_eutactus,D-Glucose,Consumption (import),Microbe
3112,Coprococcus_eutactus,D-Mannose,Consumption (import),Microbe
3113,Coprococcus_eutactus,Ethanol,Production (export),Microbe
3114,Coprococcus_eutactus,FOS,Consumption (import),Microbe
3115,Coprococcus_eutactus,Formate,Production (export),Microbe
3116,Coprococcus_eutactus,H2,Production (export),Microbe
3117,Coprococcus_eutactus,L-Lactate,Production (export),Microbe
3118,Coprococcus_eutactus,Lactose,Consumption (import),Microbe
3119,Coprococcus_eutactus,Maltose,Consumption (import),Microbe
3120,Coprococcus_eutactus,Melibiose,Consumption (import),Microbe
3121,Coprococcus_eutactus,Raffinose,Consumption (import),Microbe
3122,Coprococcus_eutactus,Starch,Macromolecule degradation,Microbe
3123,Coprococcus_eutactus,Sucrose,Consumption (import),Microbe
3124,Corynebacterium_ammoniagenes,D-Fructose,Consumption (import),Microbe
3125,Corynebacterium_ammoniagenes,D-Glucose,Consumption (import),Microbe
3126,Corynebacterium_ammoniagenes,D-Ribose,Consumption (import),Microbe
3127,Corynebacterium_ammoniagenes,Hippurate,Consumption (import),Microbe
3128,Corynebacterium_ammoniagenes,L-Lactate,Consumption (import),Microbe
3129,Corynebacterium_ammoniagenes,L-Tyrosine,Consumption (import),Microbe
3130,Corynebacterium_ammoniagenes,NH3,Production (export),Microbe
3131,Corynebacterium_ammoniagenes,Nitrate,Consumption (import),Microbe
3132,Corynebacterium_ammoniagenes,Nitrite,Production (export),Microbe
3133,Corynebacterium_ammoniagenes,Urea,Consumption (import),Microbe
3134,Corynebacterium_diphtheriae,Adenosylcobalamin,Consumption (import),Microbe
3135,Corynebacterium_diphtheriae,L-Glutamate,Consumption (import),Microbe
3136,Corynebacterium_diphtheriae,Menaquinone,Production (export),Microbe
3137,Corynebacterium_diphtheriae,Niacin,Consumption (import),Microbe
3138,Corynebacterium_diphtheriae,Oleic acid,Consumption (import),Microbe
3139,Corynebacterium_diphtheriae,Pantothenic acid,Consumption (import),Microbe
3140,Corynebacterium_diphtheriae,Pimelate,Consumption (import),Microbe
3141,Corynebacterium_diphtheriae,beta-alanine,Consumption (import),Microbe
3142,Corynebacterium_glutamicum,4-Aminobutyrate,Consumption (import),Microbe
3143,Corynebacterium_glutamicum,L-Arginine,Production (export),Microbe
3144,Corynebacterium_glutamicum,L-Aspartate,Production (export),Microbe
3145,Corynebacterium_glutamicum,L-Glutamate,Production (export),Microbe
3146,Corynebacterium_glutamicum,L-Lysine,Production (export),Microbe
3147,Corynebacterium_glutamicum,L-Malate,Consumption (import),Microbe
3148,Corynebacterium_glutamicum,Nitrate,Consumption (import),Microbe
3149,Corynebacterium_glutamicum,Succinate,Consumption (import),Microbe
3150,Corynebacterium_glutamicum,"[R,R]-2,3-Butanediol",Consumption (import),Microbe
3151,Cutibacterium_acnes,L-Serine,Consumption (import),Microbe
3152,Cutibacterium_acnes,Menaquinone,Consumption (import),Microbe
3153,Cutibacterium_acnes,Polypeptide,Macromolecule degradation,Microbe
3154,Cutibacterium_acnes,Triglyceride,Macromolecule degradation,Microbe
3155,Cytophaga_hutchinsonii,Cellulose,Macromolecule degradation,Microbe
3156,Deinococcus_radiodurans,Adenosylcobalamin,Consumption (import),Microbe
3157,Deinococcus_radiodurans,Biotin,Consumption (import),Microbe
3158,Deinococcus_radiodurans,L-Asparagine,Consumption (import),Microbe
3159,Deinococcus_radiodurans,L-Glutamate,Consumption (import),Microbe
3160,Deinococcus_radiodurans,L-Glutamine,Consumption (import),Microbe
3161,Deinococcus_radiodurans,L-Methionine,Consumption (import),Microbe
3162,Deinococcus_radiodurans,L-Serine,Consumption (import),Microbe
3163,Deinococcus_radiodurans,Niacin,Consumption (import),Microbe
3164,Deinococcus_radiodurans,Sulfate,Consumption (import),Microbe
3165,Denitrovibrio_acetiphilus,Acetate,Consumption (import),Microbe
3166,Denitrovibrio_acetiphilus,H2,Consumption (import) (-),Microbe
3167,Denitrovibrio_acetiphilus,NH3,Production (export),Microbe
3168,Denitrovibrio_acetiphilus,Nitrate,Consumption (import),Microbe
3169,Desulfarculus_baarsii,2-methylbutyrate,Consumption (import),Microbe
3170,Desulfarculus_baarsii,Acetate,Consumption (import),Microbe
3171,Desulfarculus_baarsii,Butyrate,Consumption (import),Microbe
3172,Desulfarculus_baarsii,Formate,Consumption (import),Microbe
3173,Desulfarculus_baarsii,H2S,Production (export),Microbe
3174,Desulfarculus_baarsii,Isobutyrate,Consumption (import),Microbe
3175,Desulfarculus_baarsii,Isovalerate,Consumption (import),Microbe
3176,Desulfarculus_baarsii,Propanoate,Consumption (import),Microbe
3177,Desulfarculus_baarsii,Stearic acid,Consumption (import),Microbe
3178,Desulfarculus_baarsii,Sulfate,Consumption (import),Microbe
3179,Desulfarculus_baarsii,Thiosulfate,Consumption (import),Microbe
3180,Desulfarculus_baarsii,Valerate,Consumption (import),Microbe
3181,Desulfatibacillum_alkenivorans,Formate,Production (export),Microbe
3182,Desulfatibacillum_alkenivorans,Sulfate,Consumption (import),Microbe
3183,Desulfitobacterium_hafniense,H2,Consumption (import),Microbe
3184,Desulfitobacterium_hafniense,H2S,Production (export),Microbe
3185,Desulfitobacterium_hafniense,Sulfate,Consumption (import),Microbe
3186,Desulfitobacterium_hafniense,Thiosulfate,Consumption (import),Microbe
3187,Desulfobacterium_autotrophicum,CO2,Consumption (import),Microbe
3188,Desulfobacterium_autotrophicum,Isovalerate,Consumption (import),Microbe
3189,Desulfobacula_toluolica,Benzaldehyde,Consumption (import),Microbe
3190,Desulfobacula_toluolica,Benzoate,Consumption (import),Microbe
3191,Desulfobacula_toluolica,Benzyl alcohol,Consumption (import) (-),Microbe
3192,Desulfobacula_toluolica,Butanol,Consumption (import),Microbe
3193,Desulfobacula_toluolica,Butyrate,Consumption (import),Microbe
3194,Desulfobacula_toluolica,CO2,Production (export),Microbe
3195,Desulfobacula_toluolica,Ethanol,Consumption (import),Microbe
3196,Desulfobacula_toluolica,Fumarate,Consumption (import),Microbe
3197,Desulfobacula_toluolica,Glutarate,Consumption (import),Microbe
3198,Desulfobacula_toluolica,H2,Consumption (import) (-),Microbe
3199,Desulfobacula_toluolica,H2S,Production (export),Microbe
3200,Desulfobacula_toluolica,Isopropanol,Consumption (import),Microbe
3201,Desulfobacula_toluolica,L-Lactate,Consumption (import) (-),Microbe
3202,Desulfobacula_toluolica,L-Malate,Consumption (import),Microbe
3203,Desulfobacula_toluolica,Phenylacetate,Consumption (import),Microbe
3204,Desulfobacula_toluolica,Pyruvate,Consumption (import),Microbe
3205,Desulfobacula_toluolica,Succinate,Consumption (import),Microbe
3206,Desulfobacula_toluolica,Sulfate,Consumption (import),Microbe
3207,Desulfobacula_toluolica,Toluene,Consumption (import),Microbe
3208,Desulfobacula_toluolica,p-Cresol,Consumption (import),Microbe
3209,Desulfobulbus_propionicus,2-methylbutyrate,Consumption (import),Microbe
3210,Desulfobulbus_propionicus,Acetate,"Consumption (import), Production (export)",Microbe
3211,Desulfobulbus_propionicus,Bicarbonate,Consumption (import),Microbe
3212,Desulfobulbus_propionicus,CO2,Consumption (import),Microbe
3213,Desulfobulbus_propionicus,Ethanol,Consumption (import),Microbe
3214,Desulfobulbus_propionicus,H2,Consumption (import),Microbe
3215,Desulfobulbus_propionicus,L-Lactate,Consumption (import),Microbe
3216,Desulfobulbus_propionicus,Propanoate,"Consumption (import), Production (export)",Microbe
3217,Desulfobulbus_propionicus,Succinate,Consumption (import),Microbe
3218,Desulfobulbus_propionicus,Sulfate,Consumption (import),Microbe
3219,Desulfocurvibacter_africanus,Acetate,Production (export),Microbe
3220,Desulfocurvibacter_africanus,Ethanol,Consumption (import),Microbe
3221,Desulfocurvibacter_africanus,L-Lactate,Consumption (import),Microbe
3222,Desulfocurvibacter_africanus,L-Malate,Consumption (import),Microbe
3223,Desulfocurvibacter_africanus,Pyruvate,Consumption (import),Microbe
3224,Desulfocurvibacter_africanus,Sulfate,Consumption (import),Microbe
3225,Desulfofarcimen_acetoxidans,Acetate,Consumption (import),Microbe
3226,Desulfofarcimen_acetoxidans,Butanol,Consumption (import),Microbe
3227,Desulfofarcimen_acetoxidans,Butyrate,Consumption (import),Microbe
3228,Desulfofarcimen_acetoxidans,Ethanol,Consumption (import),Microbe
3229,Desulfofarcimen_acetoxidans,H2S,Production (export),Microbe
3230,Desulfofarcimen_acetoxidans,Sulfate,Consumption (import),Microbe
3231,Desulfofarcimen_acetoxidans,Thiosulfate,Consumption (import),Microbe
3232,Desulfofarcimen_acetoxidans,Valerate,Consumption (import),Microbe
3233,Desulfohalovibrio_alkalitolerans,Acetate,Consumption (import),Microbe
3234,Desulfohalovibrio_alkalitolerans,Formate,Consumption (import),Microbe
3235,Desulfohalovibrio_alkalitolerans,H2,Consumption (import),Microbe
3236,Desulfohalovibrio_alkalitolerans,L-Lactate,Consumption (import),Microbe
3237,Desulfohalovibrio_alkalitolerans,Pyruvate,Consumption (import),Microbe
3238,Desulfohalovibrio_alkalitolerans,Sulfate,Consumption (import),Microbe
3239,Desulfohalovibrio_alkalitolerans,Thiosulfate,Consumption (import),Microbe
3240,Desulfotomaculum_nigrificans,Acetate,Consumption (import),Microbe
3241,Desulfotomaculum_nigrificans,Butyrate,Consumption (import),Microbe
3242,Desulfotomaculum_nigrificans,Ethanol,Consumption (import),Microbe
3243,Desulfotomaculum_nigrificans,L-Lactate,Consumption (import),Microbe
3244,Desulfotomaculum_nigrificans,Sulfate,Consumption (import),Microbe
3245,Desulfotomaculum_reducens,Acetate,Consumption (import),Microbe
3246,Desulfotomaculum_reducens,Butyrate,Consumption (import),Microbe
